,Unnamed: 0,Unnamed: 0.1,Pages,Level,Subcategory,Category,Domain
152918,152918,152918,The Leathernecks Have Landed,2.0,Category:American adventure films,Category:American_films,culture
186287,186287,186287,Keith (film),2.0,Category:American drama films,Category:American_films,culture
133235,133235,133235,Channel 17 digital TV stations in the United States,2.0,Category:American TV stations by channel number,Category:Television_in_the_United_States,culture
244974,244974,244974,Fly Me to the Moon (film),2.0,Category:Summit Entertainment films,Category:American_films,culture
193493,193493,193493,Beware the Gonzo,2.0,Category:American independent films,Category:American_films,culture
141532,141532,141532,WXWZ-LD,2.0,Category:United States television station stubs,Category:Television_in_the_United_States,culture
140171,140171,140171,WUNC-TV,2.0,Category:Digital low-power stations,Category:Television_in_the_United_States,culture
188433,188433,188433,Return of the Rebels,2.0,Category:American drama films,Category:American_films,culture
138441,138441,138441,K36NE-D,2.0,Category:Digital low-power stations,Category:Television_in_the_United_States,culture
121046,121046,121046,Ryan Seacrest,2.0,Category:American television producers,Category:Television_in_the_United_States,culture
139494,139494,139494,KXIP-LD,2.0,Category:Digital low-power stations,Category:Television_in_the_United_States,culture
164974,164974,164974,Pipe the Whiskers,2.0,Category:American comedy films,Category:American_films,culture
60480,60480,60480,The Retrievers,2.0,Category:American television film stubs,Category:Television_in_the_United_States,culture
268335,268335,268335,Bring It On: Fight to the Finish,2.0,Category:Bring It On (film series),Category:American_films,culture
102898,102898,102898,Hilary Estey McLoughlin,2.0,Category:American television executives,Category:Television_in_the_United_States,culture
138090,138090,138090,K32HL-D,2.0,Category:Digital low-power stations,Category:Television_in_the_United_States,culture
138502,138502,138502,K39CX-D,2.0,Category:Digital low-power stations,Category:Television_in_the_United_States,culture
256468,256468,256468,This Is the Night (film),2.0,Category:Paramount Pictures films,Category:American_films,culture
186488,186488,186488,Leave Her to Heaven,2.0,Category:American drama films,Category:American_films,culture
102862,102862,102862,Eason Jordan,2.0,Category:American television executives,Category:Television_in_the_United_States,culture
185364,185364,185364,The Governor's Daughter,2.0,Category:American drama films,Category:American_films,culture
94203,94203,94203,Street Signs (TV program),2.0,Category:American television news programs,Category:Television_in_the_United_States,culture
155365,155365,155365,Mighty Mouse in the Great Space Chase,2.0,Category:Filmation animated films,Category:American_films,culture
192309,192309,192309,Drums of Africa,2.0,Category:American historical films,Category:American_films,culture
262040,262040,262040,An American Tail: Fievel Goes West,2.0,Category:Universal Pictures films,Category:American_films,culture
53837,53837,53837,Teen Choice Award for Choice Music – Country Artist,2.0,Category:Teen Choice Awards,Category:Television_in_the_United_States,culture
105929,105929,105929,Desmond Miller,2.0,Category:American television biography stubs,Category:Television_in_the_United_States,culture
164663,164663,164663,Night Spot,2.0,Category:American comedy films,Category:American_films,culture
299355,299355,299355,"Lt. Robin Crusoe, U.S.N.",2.0,Category:Films produced by Bill Walsh (producer),Category:American_films,culture
201525,201525,201525,Black Widow (1954 film),2.0,Category:American mystery films,Category:American_films,culture
136981,136981,136981,K18DD-D,2.0,Category:Digital low-power stations,Category:Television_in_the_United_States,culture
216882,216882,216882,The Four-Bit Man,2.0,Category:American silent short films,Category:American_films,culture
232523,232523,232523,Alvin and the Chipmunks: The Road Chip,2.0,Category:Regency Enterprises films,Category:American_films,culture
152848,152848,152848,Jack Armstrong (serial),2.0,Category:American adventure films,Category:American_films,culture
189510,189510,189510,Suspense (1946 film),2.0,Category:American drama films,Category:American_films,culture
154489,154489,154489,Nit-Witty Kitty,2.0,Category:American animated short films,Category:American_films,culture
244253,244253,244253,Dragon Hunters (film),2.0,Category:Icon Productions films,Category:American_films,culture
226355,226355,226355,Jaws of Justice,2.0,Category:American Western (genre) films,Category:American_films,culture
187971,187971,187971,The Patriot and the Spy,2.0,Category:American drama films,Category:American_films,culture
295556,295556,295556,Bone Trouble,2.0,Category:Films produced by Walt Disney,Category:American_films,culture
247107,247107,247107,Buckskin Frontier,2.0,Category:United Artists films,Category:American_films,culture
243973,243973,243973,Live from Baghdad (film),2.0,Category:HBO Films films,Category:American_films,culture
183053,183053,183053,The Apostle of Vengeance,2.0,Category:American drama films,Category:American_films,culture
122338,122338,122338,Christine Boylan,2.0,Category:American television writers,Category:Television_in_the_United_States,culture
194233,194233,194233,Digging for Fire,2.0,Category:American independent films,Category:American_films,culture
122278,122278,122278,Jeanne Betancourt,2.0,Category:American television writers,Category:Television_in_the_United_States,culture
121267,121267,121267,Sarah Treem,2.0,Category:American television producers,Category:Television_in_the_United_States,culture
118709,118709,118709,Daniel Silverberg,2.0,Category:American television directors,Category:Television_in_the_United_States,culture
56337,56337,56337,WWMT-DT2,2.0,Category:The CW subchannel-only affiliates,Category:Television_in_the_United_States,culture
162380,162380,162380,The Couch Trip,2.0,Category:American comedy films,Category:American_films,culture
120857,120857,120857,Anthony Radziwiłł,2.0,Category:American television producers,Category:Television_in_the_United_States,culture
3296,3296,3296,History of MSNBC: 2008–2015,2.0,Category:2000s in American television,Category:Television_in_the_United_States,culture
139354,139354,139354,KRFT-LD,2.0,Category:Digital low-power stations,Category:Television_in_the_United_States,culture
136101,136101,136101,WVEO,2.0,Category:Television stations in Puerto Rico,Category:Television_in_the_United_States,culture
318044,318044,318044,Distributors Corporation of America,2.0,Category:American film company stubs,Category:American_films,culture
118876,118876,118876,Michael Toshiyuki Uno,2.0,Category:American television directors,Category:Television_in_the_United_States,culture
124594,124594,124594,Tom Tataranowicz,2.0,Category:American television writers,Category:Television_in_the_United_States,culture
159662,159662,159662,Rollover (film),2.0,Category:American business films,Category:American_films,culture
156448,156448,156448,Beauty No. 2,2.0,Category:American avant-garde and experimental films,Category:American_films,culture
91846,91846,91846,Ray Wilkinson,2.0,Category:American television news anchors,Category:Television_in_the_United_States,culture
201791,201791,201791,Fried Green Tomatoes,2.0,Category:American mystery films,Category:American_films,culture
227732,227732,227732,Sing Me a Song of Texas,2.0,Category:American Western (genre) films,Category:American_films,culture
851,851,851,WCQA-LD,3.0,Category:Television stations in Illinois,Category:Television_in_the_United_States,culture
52230,52230,52230,Wilson Somers,3.0,Category:Emmy Award winners,Category:Television_in_the_United_States,culture
23713,23713,23713,The Pepsi-Cola Playhouse,3.0,Category:1955 American television series endings,Category:Television_in_the_United_States,culture
168569,168569,168569,True Confessions (film),3.0,Category:American crime drama films,Category:American_films,culture
121527,121527,121527,Jeff Gottesfeld,3.0,Category:American soap opera writers,Category:Television_in_the_United_States,culture
54771,54771,54771,Suddenlink Communications,3.0,Category:Altice USA,Category:Television_in_the_United_States,culture
14681,14681,14681,Hercules: The Legendary Journeys,3.0,Category:1995 American television series debuts,Category:Television_in_the_United_States,culture
157530,157530,157530,Jefferson in Paris,3.0,Category:American biographical drama films,Category:American_films,culture
157527,157527,157527,Jarhead (film),3.0,Category:American biographical drama films,Category:American_films,culture
211069,211069,211069,The Evil Thereof (1916 film),3.0,Category:American silent feature films,Category:American_films,culture
14930,14930,14930,Loveline,3.0,Category:1996 American television series debuts,Category:Television_in_the_United_States,culture
134666,134666,134666,WPBI-LD2,3.0,"Category:Television stations in Lafayette, Indiana",Category:Television_in_the_United_States,culture
237472,237472,237472,So You Won't Squawk,3.0,Category:Columbia Pictures short films,Category:American_films,culture
26814,26814,26814,Wish Kid,3.0,Category:1991 American television series endings,Category:Television_in_the_United_States,culture
